RowName,NameValue,bFeminine,bMasculine,Population,EthnicGroups
Tawa,Tawa,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tayen,Tayen,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Taylor,Taylor,True,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Taylor,Taylor,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Black""),(TagName=""Game.Character.Race.White"")))"
Teresa,Teresa,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Thomas,Thomas,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Timothy,Timothy,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Timothy,Timothy,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Tiva,Tiva,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tomoko,Tomoko,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Toru,Toru,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Toshi,Toshi,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Tsubasa,Tsubasa,True,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Tsula,Tsula,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Tusya,Tusya,True,False,0.015,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Ulani,Ulani,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Ulani,Ulani,True,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Ululani,Ululani,True,False,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Ululani,Ululani,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Uluwehi,Uluwehi,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Uluwehi,Uluwehi,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Valeria,Valeria,True,False,0.012,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Veronica,Veronica,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Victor,Victor,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Victoria,Victoria,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Wai,Wai,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Wai,Wai,True,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Waipuna,Waipuna,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Waipuna,Waipuna,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Wana,Wana,True,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.PacificIslander"")))"
Wapi,Wapi,False,True,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Wapi,Wapi,False,True,0.012,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Wapi,Wapi,False,True,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Wapi,Wapi,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Wicasa,Wicasa,False,True,0.013,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
William,William,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.White"")))"
Winona,Winona,True,False,0.008,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Wynona,Wynona,True,False,0.007,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Xavier,Xavier,False,True,0.008,"(GameplayTags=((TagName=""Game.Character.Race.Black"")))"
Yoki,Yoki,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Yoko,Yoko,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yolanda,Yolanda,True,False,0.01,"(GameplayTags=((TagName=""Game.Character.Race.Hispanic"")))"
Yoshi,Yoshi,False,True,0.015,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yoshio,Yoshio,False,True,0.014,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yui,Yui,True,False,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuji,Yuji,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuki,Yuki,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuma,Yuma,False,True,0.009,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuma,Yuma,True,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
Yuna,Yuna,True,False,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuri,Yuri,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yusuke,Yusuke,False,True,0.011,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Yuto,Yuto,False,True,0.017,"(GameplayTags=((TagName=""Game.Character.Race.Asian"")))"
Zaltana,Zaltana,True,False,0.016,"(GameplayTags=((TagName=""Game.Character.Race.NativeAmerican"")))"
